latitude,longitude,place,cluster
-5.497,101.705,"197 km SSW of Bengkulu, Indonesia",0
-4.811,102.895,"95 km SSW of Pagar Alam, Indonesia",0
1.869,97.02,"97 km WSW of Singkil, Indonesia",0
-0.322,98.248,"210 km W of Pariaman, Indonesia",1
-1.201,98.792,"161 km WSW of Pariaman, Indonesia",1
-4.99,103.049,"108 km SSW of Pagar Alam, Indonesia",1
-4.885,102.898,"102 km SSW of Pagar Alam, Indonesia",0
-4.26,101.241,"124 km WSW of Bengkulu, Indonesia",0
-5.443,101.136,"220 km SW of Bengkulu, Indonesia",0
3.36,97.654,"96 km WSW of Binjai, Indonesia",0
-3.221,100.461,"165 km SW of Sungai Penuh, Indonesia",1
-3.327,100.317,"184 km SW of Sungai Penuh, Indonesia",0
-3.115,100.471,"155 km SW of Sungai Penuh, Indonesia",0
-3.079,100.424,"Kepulauan Mentawai region, Indonesia",0
-3.513,100.628,"182 km SSW of Sungai Penuh, Indonesia",0
-5.963,101.907,"242 km S of Bengkulu, Indonesia",0
2.798,95.445,"109 km WNW of Sinabang, Indonesia",0
1.518,97.089,"115 km SW of Singkil, Indonesia",0
1.425,97.165,"117 km SW of Singkil, Indonesia",0
0.479,98.548,"128 km SW of Padangsidempuan, Indonesia",0
-4.546,102.759,"79 km SW of Pagar Alam, Indonesia",1
-0.204,98.416,"195 km WNW of Pariaman, Indonesia",0
-0.262,98.28,"208 km W of Pariaman, Indonesia",0
-0.352,98.184,"217 km W of Pariaman, Indonesia",0
2.817,95.782,"76 km WNW of Sinabang, Indonesia",1
-1.59,99.726,"99 km SW of Padang, Indonesia",0
-2.235,99.762,"156 km SSW of Padang, Indonesia",0
1.881,96.722,"76 km SSE of Sinabang, Indonesia",0
-3.528,100.723,"173 km W of Bengkulu, Indonesia",0
-4.326,101.236,"128 km WSW of Bengkulu, Indonesia",0
-4.332,101.298,"122 km WSW of Bengkulu, Indonesia",0
-4.366,101.191,"134 km WSW of Bengkulu, Indonesia",0
-4.297,101.217,"128 km WSW of Bengkulu, Indonesia",0
-2.829,101.042,"southern Sumatra, Indonesia",1
-5.845,105.333,"46 km S of Bandar Lampung, Indonesia",0
-3.649,100.753,"168 km W of Bengkulu, Indonesia",0
-4.755,101.764,"119 km SSW of Bengkulu, Indonesia",0
-4.61,101.219,"146 km SW of Bengkulu, Indonesia",0
-4.483,101.421,"120 km SW of Bengkulu, Indonesia",0
-4.348,101.259,"127 km WSW of Bengkulu, Indonesia",0
-4.151,102.186,"39 km SSW of Bengkulu, Indonesia",1
1.145,97.253,"139 km SSW of Singkil, Indonesia",0
-3.631,100.75,"169 km W of Bengkulu, Indonesia",0
1.962,97.966,"41 km SSE of Singkil, Indonesia",1
2.28,96.203,"29 km SW of Sinabang, Indonesia",0
2.506,96.323,"6 km WNW of Sinabang, Indonesia",1
2.452,96.292,"10 km WSW of Sinabang, Indonesia",0
-3.935,103.058,"23 km WNW of Pagar Alam, Indonesia",0
-4.477,101.464,"116 km SW of Bengkulu, Indonesia",0
-5.627,103.043,"178 km S of Pagar Alam, Indonesia",0
-3.907,100.993,"141 km W of Bengkulu, Indonesia",0
-3.942,101.076,"133 km W of Bengkulu, Indonesia",0
-0.444,96.953,"southwest of Sumatra, Indonesia",0
2.177,96.518,"36 km SSE of Sinabang, Indonesia",0
-1.831,101.137,"37 km NW of Sungai Penuh, Indonesia",1
0.206,96.666,"253 km S of Sinabang, Indonesia",0
1.344,97.191,"123 km SSW of Singkil, Indonesia",0
1.324,97.158,"127 km SSW of Singkil, Indonesia",0
-2.035,98.704,"219 km WSW of Padang, Indonesia",0
-3.086,101.267,"114 km S of Sungai Penuh, Indonesia",1
-2.077,99.975,"131 km SSW of Padang, Indonesia",0
0.354,97.759,"190 km SW of Sibolga, Indonesia",0
-4.445,101.096,"148 km WSW of Bengkulu, Indonesia",0
-4.129,101.272,"116 km WSW of Bengkulu, Indonesia",0
-3.204,101.408,"115 km NW of Bengkulu, Indonesia",1
-3.181,101.475,"111 km NW of Bengkulu, Indonesia",1
1.724,99.18,"39 km NNW of Padangsidempuan, Indonesia",0
1.64,99.147,"31 km NNW of Padangsidempuan, Indonesia",0
-3.202,101.409,"115 km NW of Bengkulu, Indonesia",0
-3.015,101.319,"106 km S of Sungai Penuh, Indonesia",1
-2.874,101.213,"92 km SSW of Sungai Penuh, Indonesia",1
-3.266,101.407,"112 km WNW of Bengkulu, Indonesia",1
2.633,96.117,"33 km WNW of Sinabang, Indonesia",0
2.901,95.432,"115 km WNW of Sinabang, Indonesia",0
-4.346,102.717,"68 km WSW of Pagar Alam, Indonesia",1
-2.859,101.177,"91 km SSW of Sungai Penuh, Indonesia",1
0.114,98.242,"180 km SW of Padangsidempuan, Indonesia",1
2.855,95.296,"127 km WNW of Sinabang, Indonesia",0
-2.897,101.095,"98 km SSW of Sungai Penuh, Indonesia",0
-4.215,101.437,"102 km WSW of Bengkulu, Indonesia",1
-3.654,100.859,"157 km W of Bengkulu, Indonesia",0
2.383,95.595,"87 km W of Sinabang, Indonesia",0
-2.235,99.791,"155 km SSW of Padang, Indonesia",0
-4.455,101.462,"114 km SW of Bengkulu, Indonesia",0
1.143,97.146,"145 km SSW of Singkil, Indonesia",0
-4.467,101.452,"116 km SW of Bengkulu, Indonesia",0
-2.18,99.823,"148 km SSW of Padang, Indonesia",0
-4.44,101.33,"125 km SW of Bengkulu, Indonesia",0
-3.852,101.067,"133 km W of Bengkulu, Indonesia",0
2.639,95.921,"53 km WNW of Sinabang, Indonesia",0
-2.245,99.808,"155 km SSW of Padang, Indonesia",0
-2.332,99.891,"161 km SSW of Padang, Indonesia",0
-2.301,99.997,"154 km SSW of Padang, Indonesia",0
-2.312,99.971,"156 km SSW of Padang, Indonesia",0
-2.468,99.882,"173 km WSW of Sungai Penuh, Indonesia",0
2.639,96.065,"39 km WNW of Sinabang, Indonesia",0
-2.486,99.972,"164 km WSW of Sungai Penuh, Indonesia",0
-2.517,99.977,"165 km WSW of Sungai Penuh, Indonesia",0
-2.405,99.931,"166 km WSW of Sungai Penuh, Indonesia",0
-2.469,99.963,"165 km WSW of Sungai Penuh, Indonesia",0
-2.343,99.954,"160 km SSW of Padang, Indonesia",0
-3.741,101.986,"southern Sumatra, Indonesia",1
-2.511,99.962,"166 km WSW of Sungai Penuh, Indonesia",0
-2.323,99.88,"160 km SSW of Padang, Indonesia",0
2.484,96.081,"33 km W of Sinabang, Indonesia",0
-3.369,100.84,"157 km SSW of Sungai Penuh, Indonesia",0
2.639,95.775,"69 km WNW of Sinabang, Indonesia",0
2.504,95.837,"60 km W of Sinabang, Indonesia",0
2.697,96.254,"27 km NNW of Sinabang, Indonesia",0
2.541,96.062,"36 km W of Sinabang, Indonesia",0
2.608,96.138,"30 km WNW of Sinabang, Indonesia",0
2.768,95.964,"56 km NW of Sinabang, Indonesia",0
-2.434,99.946,"166 km WSW of Sungai Penuh, Indonesia",0
-3.292,100.934,"145 km SSW of Sungai Penuh, Indonesia",0
-3.008,101.21,"107 km S of Sungai Penuh, Indonesia",1
1.031,97.271,"150 km SSW of Singkil, Indonesia",0
-4.025,101.869,"50 km WSW of Bengkulu, Indonesia",0
1.011,97.442,"146 km SSW of Singkil, Indonesia",0
0.922,97.462,"155 km SSW of Singkil, Indonesia",0
-4.867,103.096,"94 km S of Pagar Alam, Indonesia",0
-2.782,101.032,"89 km SSW of Sungai Penuh, Indonesia",0
5.418,95.661,"33 km W of Sigli, Indonesia",0
0.116,97.022,"254 km SSW of Singkil, Indonesia",0
-4.305,101.231,"127 km WSW of Bengkulu, Indonesia",0
-4.328,101.294,"122 km WSW of Bengkulu, Indonesia",0
-5.582,102.451,"193 km SSW of Pagar Alam, Indonesia",0
2.087,96.806,"64 km SE of Sinabang, Indonesia",0
-3.504,100.623,"181 km SSW of Sungai Penuh, Indonesia",0
-3.267,100.63,"158 km SSW of Sungai Penuh, Indonesia",1
2.223,96.761,"51 km SE of Sinabang, Indonesia",0
-2.277,100.451,"107 km WSW of Sungai Penuh, Indonesia",1
-4.454,101.365,"123 km SW of Bengkulu, Indonesia",0
-4.62,101.364,"135 km SW of Bengkulu, Indonesia",0
1.981,97.883,"35 km SSE of Singkil, Indonesia",1
-2.864,101.137,"93 km SSW of Sungai Penuh, Indonesia",0
-2.261,100.529,"98 km WSW of Sungai Penuh, Indonesia",1
-1.63,100.437,"75 km S of Padang, Indonesia",0
1.091,97.103,"152 km SSW of Singkil, Indonesia",0
-2.238,100.413,"110 km W of Sungai Penuh, Indonesia",0
-2.808,101.162,"86 km SSW of Sungai Penuh, Indonesia",1
-4.329,101.263,"125 km WSW of Bengkulu, Indonesia",0
-0.552,99.473,"72 km W of Pariaman, Indonesia",0
-3.277,100.531,"165 km SW of Sungai Penuh, Indonesia",0
-4.437,101.308,"127 km WSW of Bengkulu, Indonesia",0
-3.645,100.722,"172 km W of Bengkulu, Indonesia",0
-3.737,101.092,"130 km W of Bengkulu, Indonesia",0
-2.991,101.283,"104 km S of Sungai Penuh, Indonesia",1
-4.169,100.625,"186 km WSW of Bengkulu, Indonesia",0
-3.541,100.794,"165 km W of Bengkulu, Indonesia",0
-3.899,101.02,"138 km W of Bengkulu, Indonesia",0
-1.996,99.896,"126 km SSW of Padang, Indonesia",0
1.84,97.047,"96 km WSW of Singkil, Indonesia",0
-3.592,100.859,"157 km W of Bengkulu, Indonesia",0
-3.223,100.613,"155 km SW of Sungai Penuh, Indonesia",0
-3.591,100.803,"164 km W of Bengkulu, Indonesia",0
-3.212,100.481,"163 km SW of Sungai Penuh, Indonesia",0
-3.245,100.507,"164 km SW of Sungai Penuh, Indonesia",0
2.975,96.455,"55 km N of Sinabang, Indonesia",0
-3.285,100.509,"167 km SW of Sungai Penuh, Indonesia",0
-3.9,100.978,"143 km W of Bengkulu, Indonesia",0
-1.735,99.48,"130 km SW of Padang, Indonesia",0
-4.376,101.337,"121 km WSW of Bengkulu, Indonesia",0
-1.853,99.779,"118 km SSW of Padang, Indonesia",0
-4.24,101.212,"126 km WSW of Bengkulu, Indonesia",0
4.089,96.585,"51 km E of Meulaboh, Indonesia",0
2.9,95.523,"106 km WNW of Sinabang, Indonesia",0
2.915,95.533,"105 km WNW of Sinabang, Indonesia",0
-3.486,100.839,"162 km WNW of Bengkulu, Indonesia",0
-1.832,99.46,"139 km SW of Padang, Indonesia",0
-1.787,99.488,"133 km SW of Padang, Indonesia",0
-1.774,100.46,"91 km S of Padang, Indonesia",0
-4.413,101.299,"126 km WSW of Bengkulu, Indonesia",0
-5.875,105.572,"60 km SE of Bandar Lampung, Indonesia",0
-4.385,101.465,"109 km SW of Bengkulu, Indonesia",0
-1.573,100.07,"75 km SSW of Padang, Indonesia",0
-3.155,100.362,"166 km SW of Sungai Penuh, Indonesia",0
-3.007,101.381,"105 km S of Sungai Penuh, Indonesia",0
-3.596,100.835,"160 km W of Bengkulu, Indonesia",0
-3.682,100.846,"158 km W of Bengkulu, Indonesia",0
-2.135,99.935,"139 km SSW of Padang, Indonesia",0
-2.003,99.939,"125 km SSW of Padang, Indonesia",0
-4.337,101.057,"146 km WSW of Bengkulu, Indonesia",0
-2.181,99.53,"164 km SW of Padang, Indonesia",0
-1.999,100.141,"118 km SSW of Padang, Indonesia",0
-2.746,100.892,"94 km SW of Sungai Penuh, Indonesia",0
0.128,97.715,"214 km SSW of Sibolga, Indonesia",0
-3.259,101.348,"118 km WNW of Bengkulu, Indonesia",0
-4.041,101.027,"140 km W of Bengkulu, Indonesia",0
-2.834,101.203,"88 km SSW of Sungai Penuh, Indonesia",0
-2.72,101.174,"77 km SSW of Sungai Penuh, Indonesia",0
-2.763,101.106,"84 km SSW of Sungai Penuh, Indonesia",0
-1.8,99.538,"130 km SW of Padang, Indonesia",0
-2.788,101.19,"83 km SSW of Sungai Penuh, Indonesia",0
-2.844,100.247,"154 km SW of Sungai Penuh, Indonesia",0
-3.003,102.351,"55 km NNW of Curup, Indonesia",0
-4.416,100.953,"160 km WSW of Bengkulu, Indonesia",0
-4.075,101.169,"125 km WSW of Bengkulu, Indonesia",0
-2.147,100.117,"135 km SSW of Padang, Indonesia",0
-2.919,101.145,"99 km SSW of Sungai Penuh, Indonesia",0
-3.783,101.833,"48 km W of Bengkulu, Indonesia",0
-2.836,101.232,"88 km SSW of Sungai Penuh, Indonesia",0
-2.423,99.881,"171 km SSW of Padang, Indonesia",1
-2.234,99.947,"149 km SSW of Padang, Indonesia",0
-3.172,101.524,"107 km NW of Bengkulu, Indonesia",1
-4.297,101.272,"123 km WSW of Bengkulu, Indonesia",0
-2.918,100.267,"157 km SW of Sungai Penuh, Indonesia",0
-2.749,100.974,"89 km SSW of Sungai Penuh, Indonesia",0
-3.585,100.846,"159 km W of Bengkulu, Indonesia",0
-2.565,100.492,"114 km WSW of Sungai Penuh, Indonesia",0
-3.432,101.659,"78 km WNW of Bengkulu, Indonesia",0
-2.146,99.821,"145 km SSW of Padang, Indonesia",0
-1.941,99.513,"144 km SW of Padang, Indonesia",0
-1.98,99.516,"147 km SW of Padang, Indonesia",0
-3.701,100.843,"158 km W of Bengkulu, Indonesia",0
-3.723,100.688,"175 km W of Bengkulu, Indonesia",0
-1.724,99.635,"117 km SW of Padang, Indonesia",0
-1.608,99.644,"107 km SW of Padang, Indonesia",0
-1.978,99.64,"138 km SW of Padang, Indonesia",0
-2.13,99.627,"153 km SSW of Padang, Indonesia",0
-2.044,99.794,"136 km SSW of Padang, Indonesia",0
-1.689,99.668,"Kepulauan Mentawai region, Indonesia",0
-3.823,101.752,"57 km W of Bengkulu, Indonesia",0
-2.199,99.467,"169 km SW of Padang, Indonesia",0
-1.875,99.716,"124 km SW of Padang, Indonesia",0
-1.9,99.816,"120 km SSW of Padang, Indonesia",0
-2.561,100.317,"131 km WSW of Sungai Penuh, Indonesia",0
-2.304,99.431,"181 km SW of Padang, Indonesia",0
-1.893,99.572,"135 km SW of Padang, Indonesia",0
-2.625,100.841,"87 km SW of Sungai Penuh, Indonesia",0
-4.01,100.999,"142 km W of Bengkulu, Indonesia",0
-2.802,100.906,"98 km SSW of Sungai Penuh, Indonesia",0
-4.429,101.402,"118 km SW of Bengkulu, Indonesia",0
-3.072,100.461,"152 km SW of Sungai Penuh, Indonesia",1
-3.145,101.396,"120 km S of Sungai Penuh, Indonesia",0
-4.08,101.182,"124 km WSW of Bengkulu, Indonesia",0
-3.158,101.463,"114 km NW of Bengkulu, Indonesia",0
-3.259,100.722,"152 km SSW of Sungai Penuh, Indonesia",1
-3.526,100.747,"171 km W of Bengkulu, Indonesia",0
-2.93,101.379,"96 km S of Sungai Penuh, Indonesia",0
-2.71,100.278,"143 km WSW of Sungai Penuh, Indonesia",0
-4.184,101.305,"114 km WSW of Bengkulu, Indonesia",0
-2.84,100.221,"156 km WSW of Sungai Penuh, Indonesia",0
-4.264,101.365,"112 km WSW of Bengkulu, Indonesia",0
-2.587,101.792,"73 km SE of Sungai Penuh, Indonesia",0
-4.438,101.367,"122 km SW of Bengkulu, Indonesia",0
-5.73,105.53,"44 km SE of Bandar Lampung, Indonesia",0
0.292,97.753,"196 km SW of Sibolga, Indonesia",0
0.868,97.532,"159 km S of Singkil, Indonesia",0
0.888,97.539,"157 km S of Singkil, Indonesia",0
2.075,96.693,"56 km SE of Sinabang, Indonesia",0
2.265,98.001,"23 km E of Singkil, Indonesia",1
5.003,97.456,"39 km ESE of Lhokseumawe, Indonesia",0
-5.853,103.862,"160 km SW of Kotabumi, Indonesia",0
1.192,97.328,"131 km SSW of Singkil, Indonesia",1
2.606,96.04,"Simeulue, Indonesia",0
2.629,95.548,"93 km W of Sinabang, Indonesia",0
4.111,96.032,"11 km WSW of Meulaboh, Indonesia",0
1.255,97.248,"129 km SSW of Singkil, Indonesia",0
-2.958,101.187,"102 km SSW of Sungai Penuh, Indonesia",1
2.916,95.7,"89 km WNW of Sinabang, Indonesia",0
1.955,97.908,"39 km SSE of Singkil, Indonesia",0
-0.488,100.53,"26 km SE of Bukittinggi, Indonesia",0
-0.493,100.498,"24 km SE of Bukittinggi, Indonesia",0
-4.388,102.976,"50 km SW of Pagar Alam, Indonesia",1
0.642,97.23,"192 km SSW of Singkil, Indonesia",0
0.432,97.308,"212 km SSW of Singkil, Indonesia",0
1.51,97.114,"114 km SW of Singkil, Indonesia",0
2.703,95.65,"84 km WNW of Sinabang, Indonesia",0
2.822,95.807,"74 km WNW of Sinabang, Indonesia",0
-5.488,101.454,"207 km SSW of Bengkulu, Indonesia",0
0.254,97.959,"188 km SSW of Sibolga, Indonesia",0
-5.45,101.477,"202 km SSW of Bengkulu, Indonesia",0
-5.442,101.413,"204 km SSW of Bengkulu, Indonesia",0
0.626,99.859,"105 km SE of Padangsidempuan, Indonesia",0
4.86,96.228,"39 km S of Reuleuet, Indonesia",0
0.913,97.212,"164 km SSW of Singkil, Indonesia",0
-2.084,100.198,"126 km S of Padang, Indonesia",1
1.113,97.431,"135 km SSW of Singkil, Indonesia",0
1.334,97.133,"128 km SW of Singkil, Indonesia",0
1.317,97.247,"123 km SSW of Singkil, Indonesia",0
1.124,99.592,"45 km SE of Padangsidempuan, Indonesia",0
0.185,97.18,"242 km SSW of Singkil, Indonesia",1
0.844,97.207,"172 km SSW of Singkil, Indonesia",0
2.189,96.365,"32 km S of Sinabang, Indonesia",0
2.403,96.348,"9 km SSW of Sinabang, Indonesia",0
3.966,95.967,"26 km SW of Meulaboh, Indonesia",1
1.156,97.154,"143 km SSW of Singkil, Indonesia",0
1.463,97.182,"113 km SW of Singkil, Indonesia",0
1.707,97.146,"96 km SW of Singkil, Indonesia",0
1.244,98.145,"89 km SW of Sibolga, Indonesia",0
-4.847,102.253,"115 km S of Bengkulu, Indonesia",1
0.333,96.923,"236 km SSW of Singkil, Indonesia",0
-4.904,102.166,"122 km S of Bengkulu, Indonesia",0
0.738,97.334,"178 km SSW of Singkil, Indonesia",1
-4.457,102.736,"74 km SW of Pagar Alam, Indonesia",0
0.116,97.158,"250 km SSW of Singkil, Indonesia",0
-0.024,97.123,"266 km SSW of Singkil, Indonesia",0
0.093,97.05,"256 km SSW of Singkil, Indonesia",0
-5.575,105.395,"21 km SE of Bandar Lampung, Indonesia",0
-4.852,102.346,"116 km S of Bengkulu, Indonesia",0
3.171,97.096,"110 km NE of Sinabang, Indonesia",0
2.18,96.475,"34 km SSE of Sinabang, Indonesia",0
1.994,96.995,"87 km SE of Sinabang, Indonesia",0
2.089,96.49,"44 km SSE of Sinabang, Indonesia",0
2.059,96.448,"47 km S of Sinabang, Indonesia",0
1.654,97.07,"106 km SW of Singkil, Indonesia",0
2.412,96.394,"7 km SSE of Sinabang, Indonesia",0
4.134,96.048,"8 km W of Meulaboh, Indonesia",1
3.999,96.255,"21 km SE of Meulaboh, Indonesia",0
1.607,97.101,"107 km SW of Singkil, Indonesia",0
2.703,96.073,"42 km NW of Sinabang, Indonesia",0
-5.055,104.154,"84 km WSW of Kotabumi, Indonesia",0
-4.777,102.821,"95 km SSW of Pagar Alam, Indonesia",1
4.735,95.144,"91 km SSW of Banda Aceh, Indonesia",1
-4.494,102.904,"64 km SW of Pagar Alam, Indonesia",1
2.842,95.916,"65 km NW of Sinabang, Indonesia",0
-1.196,99.779,"69 km WSW of Padang, Indonesia",0
1.145,97.244,"140 km SSW of Singkil, Indonesia",0
1.16,97.266,"137 km SSW of Singkil, Indonesia",0
2.164,96.786,"57 km SE of Sinabang, Indonesia",0
2.034,96.794,"67 km SE of Sinabang, Indonesia",0
1.863,97.036,"95 km WSW of Singkil, Indonesia",0
1.226,97.269,"130 km SSW of Singkil, Indonesia",0
2.026,97.941,"33 km SSE of Singkil, Indonesia",0
4.82,95.098,"83 km SSW of Banda Aceh, Indonesia",0
1.957,97.853,"37 km S of Singkil, Indonesia",0
5.233,95.577,"43 km SE of Banda Aceh, Indonesia",0
1.108,97.239,"144 km SSW of Singkil, Indonesia",0
0.048,97.612,"227 km SW of Sibolga, Indonesia",0
0.029,97.604,"230 km SW of Sibolga, Indonesia",0
0.323,97.743,"194 km SW of Sibolga, Indonesia",0
2.014,97.832,"30 km S of Singkil, Indonesia",0
2.164,96.421,"35 km S of Sinabang, Indonesia",0
0.992,97.43,"148 km SSW of Singkil, Indonesia",0
1.092,97.417,"138 km SSW of Singkil, Indonesia",0
1.18,96.838,"152 km SSE of Sinabang, Indonesia",0
2.433,97.136,"74 km WNW of Singkil, Indonesia",1
1.274,97.226,"128 km SSW of Singkil, Indonesia",0
1.819,97.082,"94 km WSW of Singkil, Indonesia",0
4.806,95.146,"83 km SSW of Banda Aceh, Indonesia",1
2.138,96.796,"59 km SE of Sinabang, Indonesia",0
2.738,95.638,"87 km WNW of Sinabang, Indonesia",0
1.015,97.513,"143 km SSW of Singkil, Indonesia",0
1.813,97.089,"93 km SW of Singkil, Indonesia",0
2.17,96.724,"51 km SE of Sinabang, Indonesia",0
1.455,97.146,"116 km SW of Singkil, Indonesia",0
1.286,97.12,"133 km SW of Singkil, Indonesia",0
1.213,97.155,"138 km SSW of Singkil, Indonesia",0
1.989,97.041,"89 km WSW of Singkil, Indonesia",0
0.454,98.673,"122 km SSW of Padangsidempuan, Indonesia",1
0.587,98.459,"125 km SW of Padangsidempuan, Indonesia",0
1.244,97.227,"131 km SSW of Singkil, Indonesia",0
1.974,97.128,"81 km WSW of Singkil, Indonesia",0
2.132,96.799,"60 km SE of Sinabang, Indonesia",0
1.357,97.173,"123 km SSW of Singkil, Indonesia",0
0.395,97.287,"216 km SSW of Singkil, Indonesia",0
0.364,97.275,"220 km SSW of Singkil, Indonesia",0
2.746,95.989,"52 km NW of Sinabang, Indonesia",0
1.214,97.144,"138 km SSW of Singkil, Indonesia",0
-1.626,99.624,"110 km SW of Padang, Indonesia",0
0.307,97.663,"201 km SW of Sibolga, Indonesia",0
1.812,97.662,"54 km SSW of Singkil, Indonesia",0
2.932,96.335,"50 km N of Sinabang, Indonesia",0
-1.915,99.951,"115 km SSW of Padang, Indonesia",0
-1.713,99.851,"101 km SSW of Padang, Indonesia",0
-1.762,99.8,"109 km SW of Padang, Indonesia",0
