latitude,longitude,place,cluster
-3.774,101.509,"84 km W of Bengkulu, Indonesia",1
-4.807,103.195,"86 km S of Pagar Alam, Indonesia",1
-4.967,104.302,"66 km WSW of Kotabumi, Indonesia",0
-0.73,98.5,"180 km W of Pariaman, Indonesia",0
-0.591,98.601,"169 km W of Pariaman, Indonesia",0
-3.58,101.601,"77 km WNW of Bengkulu, Indonesia",1
-1.681,100.573,"84 km SSE of Padang, Indonesia",1
-5.225,102.829,"140 km SSW of Pagar Alam, Indonesia",0
1.461,97.536,"95 km SSW of Singkil, Indonesia",0
2.888,96.203,"49 km NNW of Sinabang, Indonesia",1
2.986,96.122,"62 km NNW of Sinabang, Indonesia",0
-1.629,99.615,"111 km SW of Padang, Indonesia",0
-3.301,100.838,"150 km SSW of Sungai Penuh, Indonesia",1
-1.556,99.007,"161 km SW of Pariaman, Indonesia",0
-4.834,101.916,"120 km SSW of Bengkulu, Indonesia",0
3.144,97.633,"95 km W of Kabanjahe, Indonesia",1
-5.569,103.164,"170 km S of Pagar Alam, Indonesia",0
-4.069,102.16,"31 km SSW of Bengkulu, Indonesia",1
2.4,96.269,"15 km SW of Sinabang, Indonesia",0
-5.91,103.712,"176 km SW of Kotabumi, Indonesia",1
-5.388,102.556,"169 km SSW of Pagar Alam, Indonesia",0
-5.488,102.626,"175 km SSW of Pagar Alam, Indonesia",0
-5.586,102.81,"179 km SSW of Pagar Alam, Indonesia",0
-2.173,100.882,"58 km WSW of Sungai Penuh, Indonesia",1
-4.369,102.839,"59 km SW of Pagar Alam, Indonesia",1
-5.311,102.974,"145 km SSW of Pagar Alam, Indonesia",1
-4.198,102.045,"50 km SSW of Bengkulu, Indonesia",0
-5.608,102.718,"184 km SSW of Pagar Alam, Indonesia",0
-5.61,102.881,"179 km SSW of Pagar Alam, Indonesia",0
-5.454,103.001,"160 km S of Pagar Alam, Indonesia",0
-1.851,97.741,"297 km WSW of Pariaman, Indonesia",0
-5.775,103.076,"194 km S of Pagar Alam, Indonesia",0
-5.684,103.162,"183 km S of Pagar Alam, Indonesia",0
-5.72,103.156,"187 km S of Pagar Alam, Indonesia",0
-4.158,102.157,"41 km SSW of Bengkulu, Indonesia",1
-4.893,103.185,"96 km S of Pagar Alam, Indonesia",1
-0.346,98.091,"227 km W of Pariaman, Indonesia",0
1.134,96.792,"155 km SSE of Sinabang, Indonesia",0
-2.695,101.106,"77 km SSW of Sungai Penuh, Indonesia",1
0.945,97.408,"154 km SSW of Singkil, Indonesia",0
-4.733,103.217,"78 km S of Pagar Alam, Indonesia",0
3.778,95.213,"109 km WSW of Meulaboh, Indonesia",0
3.827,95.374,"90 km WSW of Meulaboh, Indonesia",0
3.775,95.932,"46 km SSW of Meulaboh, Indonesia",1
-5.217,102.645,"147 km SSW of Pagar Alam, Indonesia",1
-1.068,99.843,"58 km WSW of Padang, Indonesia",1
-5.355,102.561,"165 km SSW of Pagar Alam, Indonesia",0
-5.965,103.914,"160 km WSW of Bandar Lampung, Indonesia",1
-3.245,98.38,"southwest of Sumatra, Indonesia",0
-4.884,101.873,"127 km SSW of Bengkulu, Indonesia",0
-5.639,102.625,"191 km SSW of Pagar Alam, Indonesia",1
-3.984,102.369,"23 km SSE of Bengkulu, Indonesia",1
-0.35,99.324,"93 km WNW of Pariaman, Indonesia",1
2.642,96.118,"34 km WNW of Sinabang, Indonesia",0
-1.879,100.4,"102 km S of Padang, Indonesia",1
2.236,97.06,"80 km ESE of Sinabang, Indonesia",0
0.571,98.549,"120 km SW of Padangsidempuan, Indonesia",1
-5.837,102.259,"225 km S of Bengkulu, Indonesia",0
-4.139,102.363,"38 km SSE of Bengkulu, Indonesia",1
3.942,97.343,"90 km SW of Langsa, Indonesia",1
3.923,97.349,"91 km SW of Langsa, Indonesia",1
3.909,97.291,"97 km SW of Langsa, Indonesia",1
3.982,97.324,"89 km SW of Langsa, Indonesia",0
3.908,97.457,"84 km SW of Langsa, Indonesia",1
-1.897,100.102,"108 km SSW of Padang, Indonesia",1
-1.602,99.479,"121 km SW of Padang, Indonesia",1
-3.551,100.83,"161 km W of Bengkulu, Indonesia",0
3.734,95.793,"58 km SW of Meulaboh, Indonesia",1
-5.456,102.271,"183 km S of Bengkulu, Indonesia",1
-5.917,103.796,"170 km SW of Kotabumi, Indonesia",1
4.306,96.46,"41 km ENE of Meulaboh, Indonesia",0
-0.478,98.315,"201 km W of Pariaman, Indonesia",0
-3.528,101.638,"75 km WNW of Bengkulu, Indonesia",1
4.552,95.238,"northern Sumatra, Indonesia",1
-3.39,100.799,"161 km SSW of Sungai Penuh, Indonesia",1
-0.358,99.144,"112 km WNW of Pariaman, Indonesia",1
-5.236,102.52,"156 km SSW of Pagar Alam, Indonesia",0
-4.21,102.302,"45 km S of Bengkulu, Indonesia",1
3.885,96.1,"28 km S of Meulaboh, Indonesia",1
-4.436,102.965,"55 km SW of Pagar Alam, Indonesia",1
-4.906,103.119,"98 km S of Pagar Alam, Indonesia",1
3.097,96.238,"69 km NNW of Sinabang, Indonesia",0
3.251,96.404,"85 km N of Sinabang, Indonesia",0
-5.127,102.72,"135 km SSW of Pagar Alam, Indonesia",1
-3.947,99.302,"southwest of Sumatra, Indonesia",0
-5.774,102.786,"200 km SSW of Pagar Alam, Indonesia",0
2.706,96.101,"39 km NW of Sinabang, Indonesia",0
2.774,96.143,"41 km NW of Sinabang, Indonesia",0
4.695,95.907,"65 km NNW of Meulaboh, Indonesia",0
-4.497,102.018,"81 km SSW of Bengkulu, Indonesia",1
-4.2,101.366,"109 km WSW of Bengkulu, Indonesia",0
-5.494,102.976,"165 km S of Pagar Alam, Indonesia",0
-4.187,101.503,"94 km WSW of Bengkulu, Indonesia",0
-4.21,101.37,"109 km WSW of Bengkulu, Indonesia",0
-4.294,101.363,"114 km WSW of Bengkulu, Indonesia",0
-4.354,101.413,"112 km WSW of Bengkulu, Indonesia",0
3.153,96.255,"75 km N of Sinabang, Indonesia",1
-5.609,102.795,"182 km SSW of Pagar Alam, Indonesia",0
4.796,95.214,"83 km S of Banda Aceh, Indonesia",1
1.868,97.129,"Nias region, Indonesia",0
-5.607,102.699,"185 km SSW of Pagar Alam, Indonesia",1
-4.702,101.856,"109 km SSW of Bengkulu, Indonesia",0
-5.824,103.142,"199 km S of Pagar Alam, Indonesia",0
4.697,96.201,"58 km S of Reuleuet, Indonesia",1
-1.131,98.223,"218 km WSW of Pariaman, Indonesia",0
-4.438,101.544,"106 km SW of Bengkulu, Indonesia",0
-2.283,99.976,"Kepulauan Mentawai region, Indonesia",0
-5.341,103.147,"145 km S of Pagar Alam, Indonesia",1
-5.966,105.533,"56 km NW of Labuan, Indonesia",1
0.576,98.596,"116 km SW of Padangsidempuan, Indonesia",1
2.587,96.127,"30 km WNW of Sinabang, Indonesia",1
3.366,96.397,"91 km SSE of Meulaboh, Indonesia",1
-1.334,99.609,"93 km WSW of Padang, Indonesia",1
-4.645,101.737,"110 km SSW of Bengkulu, Indonesia",1
-5.964,105.53,"56 km NW of Labuan, Indonesia",0
-5.729,104.183,"123 km WSW of Bandar Lampung, Indonesia",1
-5.729,104.239,"117 km WSW of Bandar Lampung, Indonesia",0
4.026,95.382,"83 km W of Meulaboh, Indonesia",1
-5.691,103.914,"143 km SW of Kotabumi, Indonesia",0
-4.615,101.96,"96 km SSW of Bengkulu, Indonesia",1
-5.066,102.652,"132 km SSW of Pagar Alam, Indonesia",1
-2.229,100.033,"145 km SSW of Padang, Indonesia",0
2.052,99.086,"48 km NE of Sibolga, Indonesia",0
-3.056,101.579,"112 km NW of Bengkulu, Indonesia",1
2.244,98.866,"45 km S of Tomok Bolon, Indonesia",0
4.29,95.161,"108 km W of Meulaboh, Indonesia",1
-4.924,103.255,"99 km S of Pagar Alam, Indonesia",1
-4.704,103.251,"75 km S of Pagar Alam, Indonesia",1
-5.069,102.814,"125 km SSW of Pagar Alam, Indonesia",0
-5.073,102.691,"131 km SSW of Pagar Alam, Indonesia",1
2.911,96.13,"55 km NNW of Sinabang, Indonesia",0
-1.075,98.265,"212 km WSW of Pariaman, Indonesia",0
4.417,96.37,"40 km NE of Meulaboh, Indonesia",0
0.111,100.237,"48 km NNW of Bukittinggi, Indonesia",1
-4.72,101.819,"113 km SSW of Bengkulu, Indonesia",0
2.041,97.997,"35 km SE of Singkil, Indonesia",1
-5.842,104.275,"118 km WSW of Bandar Lampung, Indonesia",0
-3.904,103.461,"15 km SW of Lahat, Indonesia",0
1.649,95.26,"154 km SW of Sinabang, Indonesia",0
-5.947,104.234,"127 km WSW of Bandar Lampung, Indonesia",0
-5.801,104.288,"115 km WSW of Bandar Lampung, Indonesia",0
-5.71,104.266,"114 km WSW of Bandar Lampung, Indonesia",1
-5.763,104.191,"124 km WSW of Bandar Lampung, Indonesia",0
-0.412,97.657,"267 km SW of Padangsidempuan, Indonesia",0
-5.713,103.11,"187 km S of Pagar Alam, Indonesia",0
3.954,96.028,"23 km SSW of Meulaboh, Indonesia",1
-5.433,104.825,"48 km W of Bandar Lampung, Indonesia",0
-5.692,101.721,"217 km SSW of Bengkulu, Indonesia",0
-4.307,101.209,"130 km WSW of Bengkulu, Indonesia",0
-5.729,104.128,"129 km WSW of Bandar Lampung, Indonesia",1
-5.905,104.563,"93 km SW of Bandar Lampung, Indonesia",0
-3.7,101.882,"44 km WNW of Bengkulu, Indonesia",1
-5.944,103.964,"154 km WSW of Bandar Lampung, Indonesia",0
-4.949,101.804,"136 km SSW of Bengkulu, Indonesia",0
-4.951,101.801,"137 km SSW of Bengkulu, Indonesia",0
0.156,97.872,"202 km SSW of Sibolga, Indonesia",0
0.268,97.943,"187 km SSW of Sibolga, Indonesia",0
0.197,98.027,"190 km SSW of Sibolga, Indonesia",0
0.849,97.529,"161 km S of Singkil, Indonesia",1
-5.867,105.539,"57 km SSE of Bandar Lampung, Indonesia",1
1.898,99.179,"47 km ENE of Sibolga, Indonesia",0
1.761,99.075,"32 km E of Sibolga, Indonesia",0
-5.333,102.865,"150 km SSW of Pagar Alam, Indonesia",1
-5.877,104.063,"southern Sumatra, Indonesia",1
-5.796,104.169,"127 km WSW of Bandar Lampung, Indonesia",0
-5.914,103.961,"153 km WSW of Bandar Lampung, Indonesia",0
-4.672,102.663,"96 km SW of Pagar Alam, Indonesia",1
-5.12,102.402,"146 km S of Bengkulu, Indonesia",0
-4.743,102.489,"107 km SSE of Bengkulu, Indonesia",1
-5.779,104.506,"92 km WSW of Bandar Lampung, Indonesia",1
-4.67,102.064,"98 km SSW of Bengkulu, Indonesia",0
-5.818,103.163,"198 km S of Pagar Alam, Indonesia",0
-5.231,102.92,"138 km SSW of Pagar Alam, Indonesia",0
-4.741,103.082,"81 km SSW of Pagar Alam, Indonesia",1
-1.805,99.595,"126 km SW of Padang, Indonesia",0
3.484,95.794,"81 km SSW of Meulaboh, Indonesia",1
-5.251,103.056,"137 km S of Pagar Alam, Indonesia",1
-3.23,101.14,"132 km SSW of Sungai Penuh, Indonesia",1
-3.151,101.227,"122 km S of Sungai Penuh, Indonesia",1
-4.846,103.153,"91 km S of Pagar Alam, Indonesia",1
2.967,96.1,"62 km NNW of Sinabang, Indonesia",1
-4.355,102.167,"62 km S of Bengkulu, Indonesia",1
2.857,97.494,"70 km NNW of Singkil, Indonesia",1
-4.714,103.061,"78 km SSW of Pagar Alam, Indonesia",1
-5.487,102.782,"169 km SSW of Pagar Alam, Indonesia",0
-5.106,102.375,"144 km S of Bengkulu, Indonesia",0
2.475,97.018,"70 km E of Sinabang, Indonesia",0
-4.596,101.915,"96 km SSW of Bengkulu, Indonesia",0
4.374,97.755,"25 km WSW of Langsa, Indonesia",1
-5.045,102.156,"138 km S of Bengkulu, Indonesia",0
-1.012,100.285,"10 km SW of Padang, Indonesia",1
-4.508,102.702,"80 km SW of Pagar Alam, Indonesia",1
-4.707,103.234,"75 km S of Pagar Alam, Indonesia",1
-5.695,103.315,"184 km S of Pagar Alam, Indonesia",0
-5.164,102.5,"150 km SSW of Pagar Alam, Indonesia",1
-5.169,104.217,"82 km WSW of Kotabumi, Indonesia",1
-3.492,99.617,"253 km SW of Sungai Penuh, Indonesia",0
-4.759,102.29,"106 km S of Bengkulu, Indonesia",0
-5.221,102.924,"137 km SSW of Pagar Alam, Indonesia",1
-5.419,102.933,"158 km SSW of Pagar Alam, Indonesia",0
-5.429,102.908,"159 km SSW of Pagar Alam, Indonesia",0
2.059,98.07,"40 km SE of Singkil, Indonesia",1
0.148,97.311,"240 km SW of Sibolga, Indonesia",0
-5.394,101.146,"215 km SW of Bengkulu, Indonesia",0
-5.454,102.951,"161 km SSW of Pagar Alam, Indonesia",1
-5.366,103.118,"148 km S of Pagar Alam, Indonesia",0
-5.125,102.41,"147 km S of Bengkulu, Indonesia",0
3.905,95.629,"61 km WSW of Meulaboh, Indonesia",0
-4.998,103.056,"109 km S of Pagar Alam, Indonesia",1
-2.791,101.199,"southern Sumatra, Indonesia",1
-4.954,103.105,"103 km S of Pagar Alam, Indonesia",1
-5.209,102.689,"144 km SSW of Pagar Alam, Indonesia",1
-5.067,102.933,"120 km SSW of Pagar Alam, Indonesia",1
-5.299,102.106,"166 km S of Bengkulu, Indonesia",0
-4.927,101.838,"133 km SSW of Bengkulu, Indonesia",0
-1.75,100.513,"90 km SSE of Padang, Indonesia",1
-5.589,103.167,"173 km S of Pagar Alam, Indonesia",0
4.028,97.555,"66 km SW of Langsa, Indonesia",0
-4.29,102.051,"59 km SSW of Bengkulu, Indonesia",1
-3.152,102.559,"35 km N of Curup, Indonesia",1
-4.022,101.233,"117 km WSW of Bengkulu, Indonesia",0
-3.221,102.245,"41 km NW of Curup, Indonesia",0
-3.351,102.536,"13 km N of Curup, Indonesia",0
-3.299,102.712,"16 km W of Lubuklinggau, Indonesia",0
-4.437,102.015,"75 km SSW of Bengkulu, Indonesia",1
-5.877,102.791,"210 km SSW of Pagar Alam, Indonesia",1
-5.709,103.044,"187 km S of Pagar Alam, Indonesia",0
-4.457,98.729,"southwest of Sumatra, Indonesia",0
-4.426,98.757,"southwest of Sumatra, Indonesia",0
-5.956,103.644,"185 km SW of Kotabumi, Indonesia",1
-4.106,101.223,"120 km WSW of Bengkulu, Indonesia",0
-0.926,97.286,"Kepulauan Batu, Indonesia",0
-4.191,102.44,"47 km SSE of Bengkulu, Indonesia",0
-1.931,100.399,"108 km S of Padang, Indonesia",1
-0.386,98.249,"209 km W of Pariaman, Indonesia",0
-1.21,98.215,"221 km WSW of Pariaman, Indonesia",0
-1.244,98.129,"232 km WSW of Pariaman, Indonesia",0
-4.056,102.413,"32 km SSE of Bengkulu, Indonesia",1
5.228,96.327,"5 km ENE of Reuleuet, Indonesia",0
-4.23,101.002,"148 km WSW of Bengkulu, Indonesia",0
-5.603,103.293,"174 km S of Pagar Alam, Indonesia",0
0.371,96.818,"237 km SSW of Singkil, Indonesia",0
-4.047,101.253,"115 km WSW of Bengkulu, Indonesia",0
-4.08,101.252,"116 km WSW of Bengkulu, Indonesia",0
2.016,97.196,"72 km WSW of Singkil, Indonesia",1
-5.839,105.554,"55 km SE of Bandar Lampung, Indonesia",0
-4.024,102.409,"29 km SSE of Bengkulu, Indonesia",1
-0.416,97.028,"Kepulauan Batu, Indonesia",0
-0.845,98.087,"227 km W of Pariaman, Indonesia",0
-5.149,102.28,"149 km S of Bengkulu, Indonesia",0
-5.078,102.278,"141 km S of Bengkulu, Indonesia",0
-5.032,102.372,"136 km S of Bengkulu, Indonesia",0
-5.06,102.356,"139 km S of Bengkulu, Indonesia",0
-5.124,102.808,"130 km SSW of Pagar Alam, Indonesia",0
-5.254,102.792,"144 km SSW of Pagar Alam, Indonesia",0
-5.854,103.969,"150 km WSW of Bandar Lampung, Indonesia",1
3.239,96.473,"84 km N of Sinabang, Indonesia",0
-2.433,99.989,"161 km WSW of Sungai Penuh, Indonesia",0
-1.679,99.714,"107 km SW of Padang, Indonesia",0
-2.772,96.48,"southwest of Sumatra, Indonesia",0
-4.649,102.938,"77 km SSW of Pagar Alam, Indonesia",1
-4.981,102.489,"132 km S of Bengkulu, Indonesia",0
3.511,95.892,"74 km SSW of Meulaboh, Indonesia",0
-4.353,102.022,"66 km SSW of Bengkulu, Indonesia",0
-4.278,102.728,"64 km WSW of Pagar Alam, Indonesia",0
0.482,98.733,"Nias region, Indonesia",0
-2.362,99.984,"160 km WSW of Sungai Penuh, Indonesia",0
1.967,98.063,"46 km SE of Singkil, Indonesia",1
-4.6,102.234,"88 km S of Bengkulu, Indonesia",1
-2.268,100.833,"66 km WSW of Sungai Penuh, Indonesia",1
-3.396,100.738,"165 km SSW of Sungai Penuh, Indonesia",1
-3.102,101.486,"116 km NW of Bengkulu, Indonesia",0
4.174,95.76,"northern Sumatra, Indonesia",1
4.237,95.774,"40 km WNW of Meulaboh, Indonesia",1
0.665,98.676,"103 km SW of Padangsidempuan, Indonesia",0
-4.444,101.975,"78 km SSW of Bengkulu, Indonesia",0
-5.211,102.927,"135 km SSW of Pagar Alam, Indonesia",0
-4.667,103.123,"72 km S of Pagar Alam, Indonesia",0
0.451,100.021,"92 km NNW of Bukittinggi, Indonesia",0
4.268,95.422,"79 km W of Meulaboh, Indonesia",0
-1.357,100.041,"56 km SW of Padang, Indonesia",0
-1.758,99.452,"134 km SW of Padang, Indonesia",0
4.125,95.139,"109 km W of Meulaboh, Indonesia",0
4.141,95.14,"109 km W of Meulaboh, Indonesia",0
4.03,95.144,"109 km W of Meulaboh, Indonesia",1
3.541,96.278,"68 km SSE of Meulaboh, Indonesia",0
3.37,96.313,"88 km SSE of Meulaboh, Indonesia",1
-5.273,102.648,"153 km SSW of Pagar Alam, Indonesia",0
4.836,96.967,"43 km SSW of Lhokseumawe, Indonesia",0
3.404,96.276,"83 km SSE of Meulaboh, Indonesia",1
3.444,96.182,"77 km S of Meulaboh, Indonesia",1
3.391,96.302,"northern Sumatra, Indonesia",0
-4.73,101.822,"113 km SSW of Bengkulu, Indonesia",0
3.445,96.497,"87 km SSE of Meulaboh, Indonesia",0
3.37,96.41,"91 km SSE of Meulaboh, Indonesia",1
3.353,96.205,"87 km S of Meulaboh, Indonesia",0
3.4,96.387,"87 km SSE of Meulaboh, Indonesia",0
3.369,96.234,"86 km S of Meulaboh, Indonesia",0
3.436,96.363,"82 km SSE of Meulaboh, Indonesia",1
3.184,96.439,"78 km N of Sinabang, Indonesia",0
3.396,96.404,"88 km SSE of Meulaboh, Indonesia",0
3.27,96.38,"87 km N of Sinabang, Indonesia",1
3.415,96.33,"83 km SSE of Meulaboh, Indonesia",0
3.67,96.839,"94 km ESE of Meulaboh, Indonesia",0
3.752,96.685,"75 km SE of Meulaboh, Indonesia",0
3.224,96.383,"82 km N of Sinabang, Indonesia",0
3.397,96.318,"85 km SSE of Meulaboh, Indonesia",0
1.678,97.276,"88 km SW of Singkil, Indonesia",1
-4.361,102.788,"63 km SW of Pagar Alam, Indonesia",1
-5.66,105.544,"40 km SE of Bandar Lampung, Indonesia",1
-4.484,103.126,"52 km SSW of Pagar Alam, Indonesia",0
4.199,96.461,"37 km E of Meulaboh, Indonesia",1
5.283,95.906,"12 km SSW of Sigli, Indonesia",0
-4.405,102.406,"68 km SSE of Bengkulu, Indonesia",1
-3.318,100.753,"156 km SSW of Sungai Penuh, Indonesia",0
-4.765,102.106,"108 km S of Bengkulu, Indonesia",0
-4.683,102.423,"99 km S of Bengkulu, Indonesia",0
-4.836,101.934,"120 km SSW of Bengkulu, Indonesia",0
-5.041,102.373,"137 km S of Bengkulu, Indonesia",0
-4.62,103.25,"65 km S of Pagar Alam, Indonesia",0
-4.826,102.07,"115 km S of Bengkulu, Indonesia",0
-4.83,102.095,"115 km S of Bengkulu, Indonesia",0
-4.882,102.198,"119 km S of Bengkulu, Indonesia",0
-4.931,102.197,"125 km S of Bengkulu, Indonesia",0
-2.222,101.903,"59 km ESE of Sungai Penuh, Indonesia",0
-4.806,102.139,"112 km S of Bengkulu, Indonesia",1
-0.978,98.012,"237 km W of Pariaman, Indonesia",0
-1.47,99.735,"89 km SW of Padang, Indonesia",0
-4.642,102.078,"95 km SSW of Bengkulu, Indonesia",0
-2.392,100.144,"143 km WSW of Sungai Penuh, Indonesia",0
-1.649,99.718,"104 km SW of Padang, Indonesia",0
-3.998,102.616,"44 km ESE of Bengkulu, Indonesia",0
-5.958,105.739,"47 km NNW of Labuan, Indonesia",1
-2.308,99.043,"209 km SW of Padang, Indonesia",0
1.92,98.021,"48 km SSE of Singkil, Indonesia",1
0.393,97.843,"181 km SW of Sibolga, Indonesia",0
-0.776,98.086,"227 km W of Pariaman, Indonesia",0
-4.139,102.827,"48 km WSW of Pagar Alam, Indonesia",0
-2.773,101.242,"80 km SSW of Sungai Penuh, Indonesia",1
-2.769,101.214,"81 km SSW of Sungai Penuh, Indonesia",1
2.829,98.975,"17 km SW of Pematangsiantar, Indonesia",0
3.094,95.815,"92 km NW of Sinabang, Indonesia",0
0.415,98.66,"126 km SSW of Padangsidempuan, Indonesia",0
-4.899,103.142,"97 km S of Pagar Alam, Indonesia",1
3.156,96.269,"75 km N of Sinabang, Indonesia",0
-4.471,101.928,"83 km SSW of Bengkulu, Indonesia",0
-2.264,99.686,"163 km SSW of Padang, Indonesia",0
-2.931,101.114,"101 km SSW of Sungai Penuh, Indonesia",0
-2.977,101.666,"106 km SSE of Sungai Penuh, Indonesia",1
1.294,98.555,"55 km SSW of Sibolga, Indonesia",1
1.271,97.669,"113 km S of Singkil, Indonesia",0
2.545,98.97,"13 km SSE of Parapat, Indonesia",0
0.551,96.594,"214 km S of Sinabang, Indonesia",0
4.774,95.726,"72 km SSW of Sigli, Indonesia",0
4.63,95.896,"northern Sumatra, Indonesia",1
-0.245,98.399,"195 km WNW of Pariaman, Indonesia",0
2.87,96.355,"43 km N of Sinabang, Indonesia",0
-1.347,100.629,"53 km SE of Padang, Indonesia",0
-5.2,102.64,"146 km SSW of Pagar Alam, Indonesia",0
-3.243,101.24,"129 km WNW of Bengkulu, Indonesia",1
-1.468,99.851,"80 km SW of Padang, Indonesia",1
-2.153,99.715,"150 km SSW of Padang, Indonesia",1
-5.193,103.235,"129 km S of Pagar Alam, Indonesia",1
-1.748,99.664,"117 km SW of Padang, Indonesia",0
-1.762,99.658,"118 km SW of Padang, Indonesia",0
-1.696,99.68,"111 km SW of Padang, Indonesia",0
